#function_name function_calls
wrb_fill 6
carl9170_unregister 6
e1000_put_hw_semaphore_82574 6
iwm_notif_wait 6
dfx_hw_dma_uninit 6
ath6kl_wmi_simple_cmd 6
timer_done 6
mwifiex_set_encode 6
rt2x00lib_remove_dev 6
nmclan_config 6
pch_gbe_free_tx_resources 6
ipw_up 6
ath9k_hw_4k_get_eeprom 6
bnx2x_q_send_update 6
brcms_init 6
netxen_tx_timeout 6
ehea_schedule_port_reset 6
e1000_get_variants_ich8lan 6
ipw_tx_queue_free 6
prism2_pccard_cor_sreset 6
ql_read_xgmac_reg64 6
ixgbe_write_eitr 6
dfx_ctl_set_multicast_list 6
spider_net_tx_timeout 6
check_mips_fw_entry 6
ql_link_down 6
ehea_h_reg_dereg_bcmc 6
zd_chip_enable_hwint 5
ethoc_ack_irq 5
qlcnic_config_ipaddr 5
pasemi_mac_intf_enable 5
iwlagn_send_advance_bt_config 5
lmc_proto_close 5
e1000_check_downshift 5
z8530_sync_dma_open 5
usb_exit 5
myri10ge_open 5
mlx4_mr_free_reserved 5
fr_log_dlci_active 5
e1000_setup_copper_link_ich8lan 5
txc_bist 5
enic_msix_wq_intr 5
e1000_clear_hw_cntrs_80003es2lan 5
bmac_transmit_packet 5
bfa_ioc_disable_comp 5
igb_power_down_link 5
davinci_mdio_reset 5
_rtl92d_phy_path_adda_on 5
zd_ioread32v 5
wlc_phy_a3_nphy 5
i2400mu_tx_release 5
bfa_ioc_ct_sync_complete 5
set_csum_offload 5
wlc_lcnphy_rx_gain_override_enable 5
vxge_hw_vpath_enable 5
jme_phy_specreg_write 5
cmdq_sm_dbell_wait 5
il4965_txq_set_sched 5
netxen_nic_get_eeprom 5
mwifiex_pcie_enable_host_int 5
t4_wol_pat_enable 5
free_rxtx_rings 5
rt2500usb_register_write_lock 5
igb_setup_all_tx_resources 5
il_dealloc_bcast_stations 5
hermes_bap_seek 5
ixgb_maybe_stop_tx 5
__iwl_write_prph 5
ixgbe_led_on_generic 5
mwl8k_cmd_rf_antenna 5
e1000_update_stats 5
dma_buf_write 5
si_pmu_chipcontrol 5
mdio45_nway_restart 5
wlc_phy_war_force_trsw_to_R_cliplo_nphy 5
rt61pci_config_antenna_2529 5
bond_close 5
t3_phy_lasi_intr_clear 5
read_scc_data 5
enable_mem 5
bnx2_reuse_rx_data 5
send_key_to_dongle 5
dmfe_interrupt 5
ixgbe_clear_rar_generic 5
brcms_del_timer 5
wait_for_mdio 5
ath9k_cmn_init_crypto 5
il_send_stats_request 5
rtl92ce_phy_rf6052_config 5
emac_phy_done 5
bdx_read_l2stat 5
ixgbe_setup_rx_resources 5
bnad_pci_unmap_skb 5
ath6kl_cfg80211_sscan_stop 5
ixgbe_set_vmolr 5
__i2400m_dev_reset_handle 5
temac_dcr_setup 5
ath5k_hw_get_tx_queueprops 5
i2400m_net_wake_tx 5
bnx2x_trylock_leader_lock 5
e1000_set_lan_id_single_port 5
igb_get_eeprom 5
spider_net_stop 5
xgmac_pmt 5
rtl_deinit_core 5
ixgbe_get_mac_addr_generic 5
cosa_download 5
mac_wol_reset 5
xen_netbk_kick_thread 5
bnx2x_free_tx_pkt 5
nv_napi_enable 5
yukon_init 5
ixgbevf_set_ivar 5
__vxge_hw_channel_free 5
handle_regs_int 5
kaweth_async_set_rx_mode 5
mac_ring_up 5
ipw_write_reg16 5
brcms_c_valid_channel20_db 5
brcmf_pm_resume_error 5
wlc_phy_hw_clk_state_upd 5
get_inbound_net_device 5
ixgbe_shift_in_eeprom_bits 5
velocity_free_td_ring 5
lmc_watchdog 5
i2400m_dev_shutdown 5
rt2x00usb_regbusy_read 5
sky2_clk2us 5
led_indication 5
ixgbe_fcoe_clear_ddp 5
e1000_init_rx_addrs 5
mac80211_hwsim_addr_match 5
ad_lacpdu_send 5
ath5k_unregister_led 5
__vxge_hw_device_access_rights_get 5
stmmac_poll 5
il_full_rxon_required 5
cvt_ascii_address 5
brcmf_proto_cdc_query_dcmd 5
smctr_disable_adapter_ctrl_store 5
sp_xmit 5
init_82586_mem 5
rtl92d_set_fw_rsvdpagepkt 5
emac_ethtool_get_regs 5
tnc_set_sync_state 5
ma600_change_speed 5
iwl_statistics_flag 5
amd8111e_read_phy 5
alb_swap_mac_addr 5
put_rndis_request 5
brcmf_cfg80211_scan 5
e1000_clear_hw_cntrs_82571 5
niu_put_parent 5
ath9k_wmi_event_drain 5
lo_measure_feedthrough 5
wlc_phy_rxcore_setstate_nphy 5
il_tx_queue_init 5
brcmf_sdcard_abort 5
pxa_irda_start 5
rhine_irq_disable 5
unregister_hotplug_status_watch 5
b43_phy_copy 5
zaurus_tx_fixup 5
mpc52xx_fec_stop 5
i2400mu_notification_setup 5
ppp_register_channel 5
ath9k_hw_beaconinit 5
handle_mcast 5
igb_setup_dca 5
ath_regd_get_eepromRD 5
t3_get_tp_version 5
dfx_ctl_set_mac_address 5
__lbs_complete_command 5
vnic_dev_get_res_count 5
rt2x00usb_suspend 5
qlcnic_diag_free_res 5
ath5k_hw_release_tx_queue 5
channel2freq_lp 5
sl_realloc_bufs 5
ath9k_htc_tx_process 5
vmxnet3_rq_create 5
iwl_toggle_tx_ant 5
e1000_check_polarity_igp 5
hdlcdrv_register 5
igb_set_vmolr 5
qlcnic_release_firmware 5
e1000_tbi_adjust_stats 5
depca_ioctl 5
jme_set_settings 5
rt2x00lib_probe_dev 5
vxge_hw_device_clear_tx_rx 5
smt_send_ecf 5
__rtl8169_get_wol 5
qlcnic_config_switch_port 5
reclaim_rx_ctrl_buf 5
e1000_write_eeprom_microwire 5
qlcnic_get_table_desc 5
brcmf_sdbrcm_free_glom 5
mpc52xx_fec_hw_init 5
keymac_write 5
ixgbevf_update_stats 5
qlcnic_sre_macaddr_change 5
handle_deauth 5
ks8695_probe 5
ad_marker_send 5
release_frag_chain 5
nx_get_table_desc 5
pasemi_mac_intf_disable 5
i2400m_msg_to_dev_cancel_wait 5
spider_net_write_phy 5
emac_calc_base_mr1 5
smsc_ircc_net_close 5
reset_rx_descriptors 5
__get_duplex 5
madgemc_setsifsel 5
nv_linkchange 5
e1000_setup_fiber_serdes_link_82571 5
__disable_port 5
vnic_dev_add_addr 5
rtl92ce_resume 5
ixgbe_shutdown 5
using_multi_irqs 5
mwl8k_txq_deinit 5
get_bitfield32 5
qlcnic_get_nic_info 5
rhine_disable_linkmon 5
qlcnic_teardown_intr 5
igb_notify_dca 5
readSsidRid 5
mlx4_en_QUERY_PORT 5
falcon_deconfigure_mac_wrapper 5
atl2_irq_enable 5
gelic_net_set_multi 5
pxa168_eth_open 5
bond_validate 5
iwl_eeprom_enhanced_txpower 5
xen_netbk_check_rx_xenvif 5
ixgbe_set_rar_generic 5
mdio_bus_init 5
smsc95xx_reset 5
bnx2x_credit_pool_get_entry 5
ipw2100_set_channel 5
actisys_change_speed 5
ehea_update_bcmc_registrations 5
ipw_handle_data_packet 5
ath9k_hw_name 5
de4x5_get_cache 5
bond_mode_name 5
ath9k_hw_check_alive 5
smsc911x_mii_read 5
ath5k_hw_set_tx_retry_limits 5
getfrom_srom 5
__e1000_write_phy_reg_hv 5
e100_probe 5
__team_options_change_check 5
rtl92s_phy_bb_config 5
poll_ready 5
htc_tx_complete 5
dfx_bus_config_check 5
b43legacy_set_all_gains 5
bnx2x_get_rxfh_indir 5
mdiobus_scan 5
rt2x00queue_unpause_queue 5
rtl8169_interrupt 5
wl3501_mgmt_join 5
lbs_set_reg 5
bnx2x_get_port_stats_dma_len 5
efx_remove_channels 5
t3_stop_sge_timers 5
fmvj18x_detach 5
t3_intr_disable 5
ks8842_dealloc_dma_bufs 5
bna_bfi_attr_get 5
vortex_rx 5
atmel_clear_gcr 5
bnx2_free_mem 5
be_get_stats64 5
bnx2x_alloc_mem 5
lbs_set_host_sleep 5
qlcnic_attach_work 5
il4965_update_bcast_station 5
fs_init_bds 5
bfa_flash_cb 5
enic_stop 5
e100rxtx_interrupt 5
iwm_ntf_tx 5
ixgbe_enable_mc_generic 5
cosa_dma_able 5
igb_unmap_and_free_tx_resource 5
e1000e_setup_link 5
mwl8k_cmd_set_wmm_mode 5
scc_discard_buffers 5
hw_reset_pkts 5
au1000_enable_mac 5
eip_close 5
ath9k_hif_usb_dealloc_urbs 5
hso_stop_serial_device 5
il_cmd_queue_free 5
__lbtf_cmd 5
ipw_led_activity_off 5
i2400m_roq_log_add 5
gelic_descr_release_tx 5
ioc3_mdio_read 5
ipw2100_hw_stop_adapter 5
dfx_rcv_queue_process 5
igb_release_nvm_82575 5
retrieve_bss 5
cc770_isa_port_read_reg 5
t4vf_sge_intr_msix 5
efx_mdio_set_settings 5
il3945_verify_inst_sparse 5
r6040_tx 5
is_command_pending 5
check_ring_tx_db 5
ixgb_init_module 5
pcnet32_probe_vlbus 5
tile_net_dev_init 5
ipw_enable_interrupts 5
en_dis_able_nic_intrs 5
zd_set_beacon_interval 5
myri10ge_rx_done 5
mace_txdma_reset 5
hdlcdrv_unregister 5
e1000e_get_cable_length_m88 5
atl2_get_eeprom 5
vmxnet3_rq_cleanup 5
b43legacy_print_fw_helptext 5
sja1000_start 5
mwifiex_11n_dispatch_pkt_until_start_win 5
bond_add_vlan 5
lmc_proto_attach 5
ehea_init_q_skba 5
verify_xena_quiescence 5
ath_opmode_to_string 5
vxge_hw_vpath_intr_disable 5
tlan_handle_interrupt 5
igb_enable_mng_pass_thru 5
pch_gbe_mac_read_mac_addr 5
mwl8k_destroy_ba 5
e1000_flash_cycle_ich8lan 5
zd_usb_disable_tx 5
pxa168_eth_stop 5
wlc_phy_ipa_set_bbmult_nphy 5
smsc75xx_reset 5
ewrk3_rx 5
s6gmac_set_dstaddr 5
zd_usb_enable_rx 5
deactivate_transmitter 5
bnx2x_write_dmae 5
stop_airo_card 5
tg3_irq_sync 5
hostap_set_tim 5
ray_get_wireless_stats 5
b43legacy_plcp_get_ratecode_ofdm 5
ixgb_get_regs 5
locked_regb_read 5
hso_put_activity 5
t4_write_flash 5
ax88172_bind 5
smctr_rcv_rq_addr_state_attch 5
bond_3ad_handle_link_change 5
efuse_read_1byte 5
sis190_mii_probe 5
tg3_enable_ints 5
wlc_lcnphy_stop_tx_tone 5
pcie_writereg 5
b43_one_core_detach 5
z8530_queue_xmit 5
happy_meal_transceiver_check 5
spectrum_cs_release 5
at24_readdatabit 5
ipw_qos_activate 5
axnet_detach 5
bnx2_reuse_rx_skb_pages 5
intr_complete 5
scc_txint 5
efx_probe_channel 5
PC4500_accessrid 5
smc91c92_detach 5
mlx4_multi_func_cleanup 5
b43_calc_nrssi_slope 5
rhine_set_rx_mode 5
s2io_chk_xpak_counter 5
mlx4_MODIFY_CQ 5
rt2x00usb_initialize 5
bnx2x_emac_enable 5
bdx_probe 5
il3945_hw_reg_fix_power_idx 5
lbs_set_mac_control 5
bnx2_set_link 5
ar9003_hw_eeprom_get_tgt_pwr 5
ixgbe_write_phy_reg_generic 5
brcms_b_corereset 5
ath6kl_wakeup_event 5
brcms_b_tx_fifo_resume 5
enc28j60_mem_read 5
mlx4_ACCESS_MEM 5
reset_one_mii_phy 5
eip_tx_timeout 5
ath6kl_deliver_frames_to_nw_stack 5
bna_rxf_sm_paused 5
mlx4_MAP_ICM 5
mxic_timer 5
stage_session 5
write_nic_word 5
wl1251_translate_mem_addr 5
tg3_read32 5
cc770_rx 5
destroy_queues 5
ixgbe_ready_eeprom 5
mac8390_memsize 5
ar9003_paprd_enable 5
ni65_lance_reinit 5
smc911x_ethtool_write_eeprom_cmd 5
netvsc_receive 5
debug_data_out 5
rtl_cam_reset_sec_info 5
atl2_get_regs 5
e100_send_mdio_cmd 5
wlc_lcnphy_start_tx_tone 5
falc_issue_cmd 5
tsi108_read_mii 5
igb_disable_pcie_master 5
ixgbe_start_hw_generic 5
xennet_get_rx_skb 5
x25_asy_close 5
atmel_wmem32 5
macb_rx 5
ath_rc_get_lower_rix 5
iwl_force_scan_end 5
nsc_ircc_dma_receive_complete 5
fjn_close 5
ehea_create_eq 5
efx_filter_get_rx_id_limit 5
ql_mii_disable_scan_mode 5
__eql_find_slave_dev 5
hp_reset_8390 5
hwt_wait_time 5
p54_register_common 5
_rtl92d_phy_config_bb_with_headerfile 5
ibmtr_cleanup 5
sgiseeq_set_mac_address 5
igb_test_intr 5
mcp251x_hw_rx 5
tlb_choose_channel 5
etherh_reset 5
bdx_rx_receive 5
mhz_mfc_config 5
b43_wa_msst 5
efx_event_present 5
e1000e_pm_ready 5
set_dma_cfg 5
tlan_phy_print 5
igb_ping_all_vfs 5
ipw_sw_reset 5
mlx4_init_one 5
t3_phy_lasi_intr_handler 5
efuse_word_enable_data_write 5
e1000e_clear_hw_cntrs_base 5
usbnet_cdc_status 5
il_send_cmd_pdu_async 5
dm9601_set_mac_address 5
stop_ecm_timer 5
set_min_max 5
vmxnet3_tq_stop 5
prism2_tx_timeout 5
ppp_sync_push 5
check_bist 5
e100_alloc 5
mem_on 5
smsc_ircc_set_sir_speed 5
iwl_wait_notification 5
ath6kl_wmi_probedssid_cmd 5
e1000_phy_m88_get_info 5
spider_net_setup_aneg 5
brcms_b_core_phy_clk 5
mwl8k_probe 5
mpc52xx_fec_rx_submit 5
fjn_open 5
b43legacy_phy_init_pctl 5
e1000e_led_on_generic 5
ql_is_fiber 5
bnx2x_gunzip 5
iwl_clear_bits_prph 5
cpc_tty_signal_on 5
toshoboe_maketestpacket 5
ksdazzle_probe 5
vnic_dev_notify_ready 5
eth16i_reset 5
gfar_configure_coalescing 5
brcms_b_set_addrmatch 5
igb_check_alt_mac_addr 5
if_cs_poll_while_fw_download 5
ar9003_mci_wait_for_interrupt 5
tcam_get_index 5
ad_disable_collecting_distributing 5
bd_queue_allocate 5
be_msix_vec_get 5
genphy_restart_aneg 5
igb_update_itr 5
get_order_of_qentries 5
atl2_set_multi 5
sbmac_promiscuous_mode 5
tg3_wait_for_event_ack 5
sky2_open 5
xcvr_init_1g 5
bcm54xx_shadow_read 5
t4_link_start 5
nv_set_multicast 5
ali_ircc_net_ioctl 5
qlge_set_multicast_list 5
ath5k_hw_update_mib_counters 5
epic_open 5
rtl92d_phy_set_txpower_level 5
ar9003_mci_2g5g_switch 5
enic_dev_status_to_errno 5
eexp_open 5
ixgbevf_alloc_rx_buffers 5
de4x5_open 5
e1000_kmrn_lock_loss_workaround_ich8lan 5
e100_rx_clean_list 5
mlx4_qp_to_ready 5
vnic_dev_del_addr 5
r_sdreg32 5
sh_sir_crc_add 5
nv_start_tx 5
init_rss 5
hw_cfg_wol_pme 5
ipg_io_config 5
lbs_get_reg 5
sky2_le_error 5
b43_do_request_fw 5
smctr_probe1 5
e1000_raise_ee_clk 5
ath6kl_htc_flush_txep 5
t1_sge_tx 5
il_rx_queue_space 5
wait_for_user_access 5
lpphy_set_bb_mult 5
skge_intr 5
__vxge_hw_vpath_stats_access 5
bnx2x_ets_e3b0_sp_set_pri_cli_reg 5
eeprom_check_ack 5
il_tx_queue_free 5
pcm_state_change 5
pdi_id 5
sh_sir_set_phase 5
deactivate_receiver 5
eip_get_stats 5
lmc_ds3_set_scram 5
cxgb4_pktgl_to_skb 5
siena_mtd_probe 5
cosa_start_tx 5
rndis_reset 5
bpq_get_ax25_dev 5
rio_free_tx 5
mac80211_hwsim_tx_frame_nl 5
e1000e_update_mc_addr_list_generic 5
mac80211_hwsim_tx_frame_no_nl 5
vmxnet3_disable_intr 5
com20020_release 5
sis900_timer 5
brcmf_sdio_remove 5
ipw2100_release_firmware 5
ixgbe_free_all_rx_resources 5
el3_dev_fill 5
lance_restart 5
__enable_port 5
wl3501_ack_interrupt 5
init_descr_ring 5
__vxge_hw_vp_terminate 5
smsc_phy_config_init 5
rt2x00usb_resume 5
zd_chip_set_multicast_hash 5
go_tx 5
de4x5_queue_pkt 5
ath5k_hw_set_gpio_output 5
disable_all_interrupts 5
add_adapter 5
de4x5_interrupt 5
mace_config 5
efx_filter_spec_table 5
pr_linux_stats 5
control_dc_dc 5
velocity_init_registers 5
ath5k_update_bssid_mask_and_opmode 5
igb_irq_disable 5
mlx4_en_mac_to_u64 5
iwl_scan_initiate 5
airo_detach 5
w83977af_dma_write 5
ch_config 5
sfe4001_poweroff 5
vnic_dev_cmd_proxy 5
rtl92c_phy_bb_config 5
rndis_filter_set_packet_filter 5
bnx2x_phy_selection 5
hso_urb_to_index 5
eexp_hw_lasttxstat 5
vlsi_set_baud 5
il_force_scan_end 5
e1000_setup_link_ich8lan 5
arcnet_close 5
ixgbevf_reset_interrupt_capability 5
_rtl92d_phy_enable_rf_env 5
tg3_reset_task_cancel 5
e1000_set_vco_speed 5
via_ircc_open 5
tlan_probe1 5
p54_unregister_common 5
i2400m_report_state_hook 5
ixgbe_device_supports_autoneg_fc 5
ael_i2c_rd 5
disable_ast 5
bnx2x_phy_init 5
__e1000_read_phy_reg_hv 5
smctr_enable_bic_int 5
ixgbe_release_hw_control 5
do_bottom_half_tx 5
mlx4_multicast_detach 5
rtl92de_write_dword_dbi 5
wlc_phyreg_exit 5
sm_pm_bypass_req 5
rtl_op_config 5
hfa384x_from_aux 5
velocity_set_media_mode 5
unpack_mac_address 5
ath9k_htc_txcompletion_cb 5
ucc_geth_timeout 5
bna_tx_mod_cb_tx_stopped 5
efx_nic_alloc_buffer 5
macvlan_common_newlink 5
brcms_c_scb_ampdu_update_config 5
qe_tx_reclaim 5
usbnet_generic_cdc_bind 5
ath9k_hw_set_cck_nil 5
pch_gbe_unmap_and_free_tx_resource 5
mwl8k_release_fw 5
rtl92s_phy_query_rf_reg 5
ath_rx_remove_buffer 5
mc32_reset_multicast_list 5
netxen_p3_has_mn 5
ath6kl_htc_cleanup 5
iwm_tx_credit_get 5
drop_xmit_queue 5
carl9170_tx_process_status 5
bonding_store_slaves 5
store_xmsi_data 5
lmc_dummy_set2_1 5
z8530_shutdown 5
proc_stats_rid_open 5
cas_mask_intr 5
com20020_check 5
vmxnet3_enable_intr 5
il_tx_queue_unmap 5
nv_rx_process 5
ipw_tx_queue_space 5
ixgbe_setup_tx_resources 5
rt2x00usb_vendor_req_buff_lock 5
netxen_post_rx_buffers 5
at91ether_start 5
if_cs_write16_rep 5
prism2_release 5
dev_debugfs_rem 5
bnx2x_pretend_func 5
ehea_remove_adapter_mr 5
ath9k_hw_btcoex_disable 5
ipg_nic_rx_check_error 5
ath6kl_wmi_disconnect_cmd 5
atl2_set_mac 5
igb_setup_serdes_link_82575 5
ugeth_disable 5
__mlx4_cq_free_icm 5
rt2x00usb_probe 5
rt2x00queue_for_each_entry 5
dm9000_hash_table 5
mlx4_unregister_vlan 5
dma_rxreset 5
qlcnic_get_data_desc 5
il_dbgfs_unregister 5
bnx2x_init_one 5
ath_rc_valid_phyrate 5
t4_slow_intr_handler 5
ems_usb_command_msg 5
b43_lpphy_op_switch_channel 5
b43legacy_led_turn_off 5
lbs_resume 5
b43_nphy_reset_cca 5
hostap_wds_link_oper 5
ath9k_host_rx_init 5
igb_reset_init_script_82575 5
ixgb_clean_rx_ring 5
tulip_set_wolopts 5
zd_rf_generic_patch_6m 5
mlx4_en_arm_cq 5
igb_acquire_nvm_82575 5
e1000_flash_cycle_init_ich8lan 5
bfa_nw_cee_meminfo 5
eip_set_multicast_list 5
vmxnet3_tq_destroy_all 5
_rtl92d_phy_restore_rf_env 5
ixgbevf_write_eitr 5
ath9k_htc_txq_setup 5
handle_disassoc 5
sw_cfg_broad_storm 5
mlx4_get_mgm_entry_size 5
lbs_setup_firmware 5
s2io_set_swapper 5
softing_netdev_rx 5
__carl9170_exec_cmd 5
rt2x00usb_disconnect 5
bnx2x_set_mac_one 5
igb_init_interrupt_scheme 5
igbvf_update_stats 5
tlan_store_skb 5
wlc_phy_radio205x_vcocal_nphy 5
wl1251_open_file_generic 5
bnad_mem_free 5
e1000_setup_all_tx_resources 5
rtl_csi_access_enable_1 5
e1000_set_media_type 5
mac_update_counter 5
bnx2_reset_chip 5
phy_scan_fixups 5
via_ircc_net_ioctl 5
team_nl_fill_port_list_get 5
dm9000_reset 5
il4965_interpolate_value 5
ray_dev_config 5
iwm_xmit_frame 5
atl1c_get_tpd 5
get_wep_tx_idx 5
mii_check_link 5
b43legacy_setup_pioqueue 5
ks8695_init_net 5
sh_irda_hard_xmit 5
build_wpa_mib 5
carl9170_usb_handle_tx_err 5
softing_error_reporting 5
pch_gbe_phy_sw_reset 5
phy2txts 5
qlcnic_dev_request_reset 5
ath5k_eeprom_mode_from_channel 5
qlcnic_nic_set_promisc 5
zd_mac_free_cur_beacon_locked 5
lne390_probe1 5
mv88e6xxx_reg_wait_ready 5
mwifiex_cmd_append_vsie_tlv 5
ixgbe_notify_dca 5
wlc_phy_cal_txpower_recalc_sw 5
rt2x00queue_unmap_skb 5
write_imm 5
hso_serial_ref_free 5
rt2800_init_rx_filter 5
tulip_tx_timeout 5
t3_phy_lasi_intr_disable 5
ixgbevf_get_regs 5
ipw_queue_inc_wrap 5
wlc_phyreg_enter 5
ipv6_hash 5
emac_configure 5
tg3_rx_data_free 5
ixgbe_setup_phy_link_speed_generic 5
efx_mtd_rename 5
bnx2x_dcbx_ets_disabled_entry_data 5
gfar_interrupt 5
mdio_read_latched 5
bna_bfi_rx_enet_start 5
vmxnet3_tq_tx_complete 5
sis900_rx 5
_rtl92d_phy_calculate_bit_shift 5
eeprom_cmd_start 5
hp100_load_eeprom 5
sw_cfg_port_base_vlan 5
i2400mu_rx_kick 5
e1000_update_eeprom_checksum 5
gfar_error 5
cnic_request_irq 5
tms380tr_chk_outstanding_cmds 5
z8530_sync_txdma_close 5
dma_getnexttxp 5
iwlagn_fw_error 5
smsc9420_free_rx_ring 5
ath9k_hw_loadnf 5
bond_enslave 5
atl1c_wait_until_idle 5
bnx2x_exe_queue_step 5
__sdla_read 5
e1000_set_phy_mode 5
ks8695_setup_irq 5
rt2x00usb_kick_queue 5
efx_fini_struct 5
get_rx_buf 5
smi_is_done 5
b43legacy_remove 5
igb_setup_all_rx_resources 5
velocity_free_rd_ring 5
e1000e_get_phy_type_from_id 5
vxge_probe 5
ioc3_mii_init 5
asix_read_rx_ctl 5
niu_set_alt_mac 5
pcnet32_probe_pci 5
spider_net_free_rx_chain_contents 5
macb_get_hwaddr 5
de4x5_free_rx_buffs 5
init_mii 5
calc_crc32 5
e1000_erase_flash_bank_ich8lan 5
ppp_channel_index 5
efx_pci_probe 5
kaweth_reset 5
atl1e_free_ring_resources 5
bnx2x_netif_stop 5
e1000_free_tx_resources 5
sis900_start_xmit 5
jme_phy_off 5
ath5k_hw_channel 5
tlan_reset_lists 5
ne2k_pci_reset_8390 5
get_htc_epid 5
il4965_hw_txq_ctx_free 5
vxge_mac_list_add 5
rt2800pci_enable_interrupt 5
ixgbe_clock_out_i2c_bit 5
irda_usb_receive 5
ems_usb_write_mode 5
t3_mac_set_speed_duplex_fc 5
iwm_hal_send_host_cmd 5
ehea_sense_port_attr 5
rtl8187_start 5
ibmveth_get_desired_dma 5
map_wqe_size 5
alloc_libipw 5
mc32_start_transceiver 5
atl1e_irq_enable 5
z8530_describe 5
if_sdio_wait_status 5
tg3_has_work 5
mlx4_mr_alloc_icm 5
dma_block_input 5
wl1271_cmd_ps_mode 5
open_sap 5
_rtl92d_phy_lc_calibrate 5
eth16i_probe1 5
nsc_ircc_net_ioctl 5
band_to_string 5
get_rndis_request 5
ixgb_set_multi 5
ehea_broadcast_reg_helper 5
ixgbe_disable_mc_generic 5
nv_tx_done_optimized 5
wlc_lcnphy_set_rx_gain 5
tc35815_chip_init 5
ehea_qp_alloc_register 5
ap_crypt_get_ptrs 5
z_decomp_alloc 5
default_radio_attenuation 5
b43legacy_radio_init2050 5
ath_beaconq_config 5
ixgbe_raise_eeprom_clk 5
t1_espi_get_mon 5
get_llc_rx 5
iwl_calib_set 5
ixgb_get_eeprom_len 5
write_msg 5
vmxnet3_activate_dev 5
cnic_get_l5_cid 5
igb_mta_set 5
vortex_close 5
il_force_reset 5
at76_join 5
t4_pktgl_free 5
is_10g_port 5
enic_rq_alloc_buf 5
spider_net_set_multi 5
htc_get_control_buf 5
niu_free_channels 5
falcon_spi_device_init 5
bna_rxf_sm_cfg_wait 5
efx_mdio_links_ok 5
ath_is_alt_ant_ratio_better 5
brcms_c_write_inits 5
port_get_link_speed 5
spider_net_download_firmware 5
ezusb_8051_cpucs 5
mlx4_cq_alloc_icm 5
tlan_get_skb 5
ixgbe_init_rx_addrs_generic 5
lmc_t1_get_link_status 5
__carl9170_get_tx_sta 5
bnx2x_update_rx_prod 5
fill_init_enet_entries 5
cpmac_dump_desc 5
ixgbe_set_vmvir 5
cycx_x25_dump_config 5
usbnet_cdc_bind 5
irda_usb_init_qos 5
bnx2x_ets_e3b0_config 5
ath9k_hw_set_ofdm_nil 5
smc91c92_config 5
boomerang_start_xmit 5
falcon_gmii_wait 5
tg3_write_indirect_mbox 5
iwm_load_lmac 5
mlx4_cmd_use_polling 5
il_rx_queue_alloc 5
__hfa384x_cmd_no_wait 5
rhine_wait_bit_low 5
pr_mace_stats 5
e1000_get_phy_addr_for_bm_page 5
e1000_check_for_bit_vf 5
z8530_sync_open 5
writeAPListRid 5
process_responses_gts 5
qlcnic_clear_esw_stats 5
tlan_reset_adapter 5
ath5k_eeprom_free_pcal_info 5
lbs_set_wep_keys 5
rtl_pci_probe 5
mcp251x_write_bits 5
atl2_down 5
b43_wa_papd 5
smt_get_ptab 5
b43legacy_adjust_opmode 5
find_res 5
typhoon_inc_index 5
restore_key 5
qlcnic_shutdown 5
set_ac2_ep_map 5
il4965_rs_stay_in_table 5
igb_maybe_stop_tx 5
atl1c_get_eeprom 5
mc32_rx_ring 5
rtl92s_phy_set_txpower 5
ath9k_hw_set_txpowerlimit 5
nv_start_xmit 5
bnx2x_free_irq 5
libipw_change_mtu 5
vxge_hw_rts_rth_data0_data1_get 5
atl2_read_eeprom 5
il_set_flags_for_band 5
wd_probe1 5
bfa_ioc_sm_op 5
ixgbevf_check_for_bit_vf 5
t4_wr_mbox_meat 5
_rtl92s_phy_calculate_bit_shift 5
orinoco_set_key 5
igb_clean_rx_ring 5
copy_tx_mac 5
rmt_indication 5
ixgb_set_speed_duplex 5
wl1271_handle_tx_low_watermark 5
hdlcdrv_receiver 5
nv_disable_hw_interrupts 5
e1000_phy_igp_get_info 5
ql_get_lbuf 5
enic_notify_timer 5
rtl_cam_get_free_entry 5
bna_tx_enet_stop 5
ray_interrupt 5
smc_mii_out 5
cas_rx_ringN 5
ql_get_xgmac_regs 5
pch_can_set_rx_all 5
ixgbe_clear_hw_cntrs_generic 5
p54_sta_unlock 5
zd_usb_iowrite16v_async_start 5
smsc911x_set_hw_mac_address 5
mmapio_memcpy 5
ftmac100_current_rxdes 5
transmit_cleanup 5
sfx7101_test_name 5
cpmac_hw_stop 5
nv_napi_disable 5
ucc_geth_stop 5
be_encoded_q_len 5
igb_init_hw_timer 5
be_cmd_link_status_query 5
init_realtek_8201 5
ipxotp_otpr 5
e1000_read_flash_data_ich8lan 5
init_rxtx_rings 5
be_cmd_rx_filter 5
b43_poison_rx_buffer 5
brcms_b_tx_fifo_suspend 5
emac_set_settings 5
team_change_mode 5
skfp_ctl_set_mac_address 5
bna_bfi_rx_promisc_req 5
igbvf_configure_msix 5
ftgmac100_stop 5
znet_open 5
igb_has_link 5
sh_eth_get_edtrr_trns 5
ath5k_hw_set_coverage_class 5
recalibrate 5
iwl_rx_queue_update_write_ptr 5
iw_set_mgmt_info_element 5
il_fill_probe_req 5
atl1c_get_regs 5
sm_pm_ls_latch 5
bmac_clock_in_bit 5
com20020_detach 5
__rtl_hw_start_8168cp 5
rtl92de_disable_interrupt 5
_sc92031_reset 5
lbs_set_snmp_mib 5
vnic_dev_intr_coal_timer_info 5
mr_res_start_move_to 5
