#function_name function_calls
_rtl_query_bandwidth_mode 2
mlx4_slave_cap 2
smsc911x_drv_probe 2
octeon_mgmt_mod_exit 2
dwmac1000_pmt 2
brcms_b_corerev_fifofixup 2
bna_ethport_cb_rx_started 2
cc770_platform_read_reg 2
t3_led_ready 2
hss_start_hdlc 2
pptp_init_module 2
handle_info_queue_scanresults 2
am79c961_tx 2
cnic_start_bnx2_hw 2
iwm_mlme_medium_lost 2
x25_asy_receive_buf 2
wl1271_boot_write_irq_polarity 2
b43_rx_buffer_is_poisoned 2
sp_write_reg32 2
esr_read_reset 2
iwl_tt_ready_for_ct_kill 2
sky2_restart 2
macvlan_change_mtu 2
qlcnic_validate_header 2
rtl8169_alloc_rx_data 2
mwl8k_ampdu_action 2
lbs_lowsnr_read 2
il3945_build_addsta_hcmd 2
bna_rx_fail 2
gfar_generate_mask_table 2
bfin_mac_multicast_hash 2
gelic_wl_parse_ie 2
rtl8225_write_8051 2
bnx2x_check_half_open_conn 2
ndesc_set_tx_owner 2
macvlan_handle_frame 2
stmmac_sysfs_ring_open 2
fr_close 2
if_cs_probe 2
pegasus_get_drvinfo 2
get_rx_desc 2
nx_update_dma_mask 2
storm_memset_spq_addr 2
rtl92d_dm_watchdog 2
prism54_set_genie 2
proc_APList_on_close 2
r6040_adjust_link 2
sixpack_compat_ioctl 2
slcan_write_wakeup 2
mwifiex_process_event 2
iwl_send_prio_tbl 2
ar9003_hw_bb_watchdog_config 2
ixgbe_get_invariants_82599 2
wl1251_acx_mem_cfg 2
ehea_get_drvinfo 2
emac_ethtool_get_drvinfo 2
bnx2x_q_fill_update_data 2
ath5k_get_pcdac_intercepts 2
carl9170_op_prepare_multicast 2
bnx2x_dcbx_2cos_limit_update_ets_config 2
dma64_alloc 2
zd1211_al2230_set_channel 2
ath_edma_start_recv 2
efx_filter_get_rx_ids 2
netvsc_drv_init 2
rtl8169_cleanup_module 2
b43_phy_lcn_set_channel_tweaks 2
smsc9420_alloc_new_rx_buffers 2
prism2_hostapd_set_flags_sta 2
atl1_xmit_frame 2
ipw2100_snapshot_alloc 2
mv643xx_eth_netpoll 2
bnx2x_acquire_alr 2
bnx2x_get_msglevel 2
il3945_show_antenna 2
pad_compress_skb 2
sis900_get_settings 2
b43_calc_nrssi_offset 2
adm8211_interrupt_tci 2
cas_close 2
mac_mace_cleanup_module 2
ftgmac100_txdes_set_last_segment 2
bnx2x_attn_int_deasserted2 2
ixgbevf_configure_srrctl 2
x25_data_indication 2
bnx2x_set_rxfh_indir 2
bonding_store_arp_validate 2
genelink_rx_fixup 2
igb_rx_vlan 2
skge_get_settings 2
rtl8139_get_strings 2
w90p910_ether_probe 2
slip_exit 2
wlc_phy_stf_chain_set 2
rlb_arp_xmit 2
rtl8169_runtime_suspend 2
ipw_pci_probe 2
gem_check_invariants 2
ftmac100_rxdes_frame_too_long 2
cxgb3_alloc_atid 2
mal_int 2
brcms_c_stf_attach 2
niu_reset_rx_bmac 2
ath6kl_sdio_set_cmd52_arg 2
ath6kl_wmi_set_wmm_txop 2
netxen_validate_firmware 2
load_eaddr 2
ppp_asynctty_hangup 2
cem_priv_state 2
store_direct_dword 2
xenvif_connect 2
p54spi_tx_frame 2
smsc9420_hash 2
bnx2x_get_pretend_reg 2
sky2_device_event 2
mwifiex_cmd_append_tsf_tlv 2
rtl92s_init_sw_vars 2
iwm_if_add 2
efx_mcdi_nvram_erase 2
_rtl92d_phy_set_rfon 2
sh_irda_irq 2
il3945_set_ccmp_dynamic_key_info 2
bfin_sir_hard_xmit 2
emac_change_mtu 2
iwlagn_tx_agg_stop 2
qlcnic_check_npar_opertional 2
iwl_eeprom_get_mac 2
qlcnic_inetaddr_event 2
uec_get_ethtool_stats 2
bond_release_and_destroy 2
bnx2x_update_pfc_brb 2
prism2_ioctl_siwscan 2
veth_stack_is_empty 2
rtl8139_set_wol 2
bnx2x_stats_init 2
brcms_c_scan_stop 2
lbs_highrssi_read 2
il3945_rx_queue_free 2
mwifiex_scan_specific_ssid 2
veth_transmit_to_many 2
mwifiex_11n_form_amsdu_txpd 2
rt2x00usb_find_endpoints 2
xen_netbk_alarm 2
hdlcdrv_set_mac_address 2
atl1e_tpd_avail 2
ath6kl_core_cleanup 2
airo_get_sens 2
ftgmac100_mii_probe 2
prism54_get_essid 2
amd8111e_resume 2
rtl92ce_set_beacon_related_registers 2
rt2500pci_rfkill_poll 2
wl1251_rx_body 2
get_next_rx_buffer 2
mac_mace_init_module 2
ath9k_hif_usb_rx_cb 2
vxge_open_vpaths 2
rt61pci_config_intf 2
bnx2x_8073_xaui_wa 2
skge_rx_fill 2
ath6kl_sdio_set_cmd53_arg 2
fs_set_multicast_list 2
ldisc_close 2
ixgbe_configure_srrctl 2
store_bss_info 2
x25_open 2
b43_upload_microcode 2
bigmac_sbus_probe 2
ael2005_setup_sr_edc 2
spider_net_get_sset_count 2
sbus_hme_write32 2
ath9k_sta_remove 2
ftmac100_rxdes_rx_error 2
ath6kl_wmi_scan_complete_rx 2
be_mcc_queues_destroy 2
mwifiex_is_network_compatible_for_wpa2 2
efx_mcdi_loopback_modes 2
mwifiex_cmd_802_11_ad_hoc_stop 2
mac_get_address 2
cnic_cm_upload_pg 2
cnic_close_prep 2
ppp_sync_poll 2
rtl92c_init_beacon_max_error 2
brcms_ops_bss_info_changed 2
b43_radio_interference_mitigation_disable 2
cxgb3_remove_tid 2
b43_gphy_op_switch_channel 2
sky2_reattach 2
hostap_80211_header_parse 2
config_pcie 2
mdio_bus_restore 2
greth_get_drvinfo 2
ql3xxx_open 2
ixgbe_get_rsc_state 2
__eql_insert_slave 2
bfin_sir_dma_tx_chars 2
enic_set_rss_cpu 2
mwifiex_cfg80211_del_key 2
ath5k_remove_interface 2
enc28j60_tx_timeout 2
airo_get_txpow 2
bnx2x_change_mac_addr 2
serdes_init_1g_serdes 2
b43_bus_bcma_read16 2
mlx4_en_set_msglevel 2
be_intx 2
_rtl_get_hal_qnum 2
hostap_rx_tasklet 2
t3rev2char 2
e100_get_wol 2
mkiss_exit_driver 2
nv_resume 2
ioc3_interrupt 2
virtnet_restore 2
tcam_set_lat_and_ratio 2
ray_set_rate 2
rionet_exit 2
setup_frame_info 2
at91ether_set_multicast_list 2
op64_set_current_rxslot 2
ehea_parse_eqe 2
ixgbe_dcbnl_setpfcstate 2
ipw2100_wx_set_encodeext 2
lapbeth_setup 2
mlx4_en_test_speed 2
smsc95xx_status 2
bdx_tx_map_skb 2
au1k_tx_timeout 2
mwifiex_cmd_802_11_bg_scan_query 2
get_ucc_id_for_range 2
ican3_recv_msg 2
igb_create_lbtest_frame 2
cxgb4vf_get_msglevel 2
bnx2_request_firmware 2
fs_enet_remove 2
cas_page_spare 2
rtl92de_suspend 2
ugeth_restart_tx 2
ql_get_sem_registers 2
exit_prism2_plx 2
igb_get_hlen 2
netxen_nic_get_strings 2
iwl_led_blink_set 2
pvc_xmit 2
iwl_trans_rx_stop 2
rtl_rate_free_sta 2
brcmf_cfg80211_disconnect 2
brcms_c_tx_prec_map_init 2
ucc_geth_startup 2
ftgmac100_xmit 2
ar9003_hw_tx_power_regwrite 2
mwifiex_sdio_poll_card_status 2
rt73usb_brightness_set 2
ath9k_htc_rxep 2
hwsim_register_received_nl 2
sprom_read_pci 2
b43_handle_firmware_panic 2
bnx2x_setup_fan_failure_detection 2
ltq_etop_nway_reset 2
ipw_merge_adhoc_network 2
rt2x00pci_alloc_reg 2
mem_open 2
carl9170_collect_tally 2
efx_realloc_channels 2
greth_mdio_init 2
ipw_led_radio_on 2
ath5k_pci_remove 2
cq_free_res 2
htc_proc_trailer 2
cnic_bnx2x_iscsi_update 2
rt2500pci_get_tsf 2
sja1000_err 2
ar9003_hw_get_direct_edge_power 2
usbpn_disconnect 2
mgt_mlme_answer 2
inline_size 2
orinoco_add_hostscan_results 2
sky2_rx_checksum 2
sis190_init_ring_indexes 2
tun_show_owner 2
sky2_power_on 2
__atomic_add_ifless 2
ar9003_mci_send_coex_bt_status_query 2
enic_get_settings 2
bmac_removehash 2
qlcnic_get_ethtool_stats 2
b43_remove_dynamic_debug 2
ixgbe_dcbnl_get_pfc_cfg 2
rr_start_xmit 2
b44_clear_stats 2
tc35815_init_dev_addr 2
xgmac_pmt_interrupt 2
dnet_update_stats 2
at76_get_hw_cfg_intersil 2
ems_usb_read_interrupt_callback 2
rtl92d_phy_scan_operation_backup 2
ar9287_eeprom_olpc_set_pdadcs 2
smsc95xx_set_mac_address 2
rtl8169_get_msglevel 2
xgmac_get_mac_addr 2
softingcs_probe_config 2
lbs_rdrf_write 2
bnx2x_update_last_max_sge 2
txq_to_qset 2
ehea_activate_qp 2
bnx2x_func_send_cmd 2
sge_qstats_stop 2
iwl_set_pwr_vmain 2
wl12xx_spi_reset 2
ql_dump_tx_desc 2
ray_get_freq 2
bonding_store_downdelay 2
orinoco_mic_free 2
ftgmac100_rxdes_rx_error 2
prism54_set_mac_address 2
ipw_net_stop 2
rx_streaming_interval_write 2
txc_reset_logic_mmd 2
pch_gbe_exit_module 2
be_mcc_queues_create 2
brcms_module_init 2
ar9300_otp_read_word 2
bfa_nw_ioc_meminfo 2
bonding_store_slaves_active 2
bonding_show_updelay 2
smc_drv_remove 2
gelic_wl_set_encodeext 2
efx_probe_interrupts 2
ipheth_kill_urbs 2
prism2_io_debug_proc_read 2
ath6kl_fetch_firmwares 2
wl12xx_hardirq 2
tx_sched_stop 2
wl1271_acx_wake_up_conditions 2
xennet_start_xmit 2
wl1271_op_set_key 2
brcms_b_up_finish 2
beacon_filtering_write 2
bnx2x_clear_reset_global 2
port_cfg_mirror_rx 2
brcms_c_set_tx_power 2
my3126_interrupt_disable 2
b43_nphy_op_allocate 2
smsc75xx_link_reset 2
bnx2_timer 2
jme_load_macaddr 2
igb_ring_irq_enable 2
ugeth_82xx_filtering_clear_addr_in_paddr 2
sky2_link_down 2
sky2_debug_show 2
ath6kl_debug_roam_tbl_event 2
hw_read_intr 2
xtsonic_open 2
iwm_cfg80211_inform_bss 2
carl9170_usb_suspend 2
gem_set_msglevel 2
formac_offline 2
il4965_rs_get_rate 2
ipw_prom_stop 2
bnad_cb_rcb_destroy 2
wl3501_get_wap 2
ath_ani_calibrate 2
mwifiex_adhoc_start 2
ath9k_htc_init_debug 2
pasemi_mac_ethtool_set_msglevel 2
cas_get_strings 2
igb_phy_disable_receiver 2
iwl_bg_abort_scan 2
e100_get_regs_len 2
rtl8169_xmii_reset_pending 2
de4x5_eisa_remove 2
smsc75xx_phy_initialize 2
sc92031_exit 2
skge_change_mtu 2
islpci_eth_tx_timeout 2
flexcan_read_frame 2
cnic_bnx2x_connect 2
mwifiex_sec_ioctl_set_wapi_key 2
rtl8180_configure_filter 2
ath9k_hw_4k_get_eeprom_rev 2
wl1251_spi_reset_wake 2
ks8851_eeprom_regread 2
niu_device_error 2
vnic_dev_desc_ring_size 2
velocity_netdev_event 2
_usbctrl_vendorreq_async_write 2
hostap_dump_tx_80211 2
marvell_exit 2
brcmf_sdbrcm_write_vars 2
skfp_remove_one 2
happy_meal_pci_init 2
b43_phy_switch_macfreq 2
irqrbe_handler 2
brcms_b_attach_dmapio 2
atl1_get_drvinfo 2
prism54_debug_get_oid 2
sky2_remove 2
iwlagn_good_plcp_health 2
__orinoco_hw_set_bitrate 2
b43_sdio_request_irq 2
b43_nphy_op_switch_channel 2
e100_get_ethtool_stats 2
smsc75xx_unbind 2
bnx2x_dcbnl_get_pg_tccfg_rx 2
igb_set_vf_vlan 2
lbs_cfg_alloc 2
bfa_ioc_isr 2
korina_restart_task 2
davinci_mdio_suspend 2
bnx2x_5461x_set_link_led 2
be_ctrl_init 2
mwifiex_11n_create_rx_reorder_tbl 2
smsc9420_poll_controller 2
wl1271_boot_upload_nvs 2
lpphy_run_samples 2
__mlx4_unregister_vlan 2
wlc_lcnphy_pwrctrl_rssiparams 2
ath6kl_bmi_reset 2
aq100x_autoneg_restart 2
brcms_c_antsel_attach 2
__hostap_add_bss 2
bna_mcam_mod_init 2
smsc9420_phy_adjust_link 2
ath_rc_init_valid_rate_idx 2
mac80211_hwsim_add_interface 2
netxen_nic_validate_header 2
bigmac_set_multicast 2
brcmf_cfg80211_get_station 2
at76_disconnect 2
rtl92se_set_beacon_interval 2
bond_set_lockdep_class_one 2
ezusb_allocate 2
atl1c_link_chg_event 2
ath_pkt_duration 2
pl_intr_handler 2
efx_mcdi_wol_filter_set_magic 2
sl_change_mtu 2
sixpack_init_driver 2
ezusb_req_ctx_wait 2
tg3_set_wol 2
mlx4_get_qp_per_mgm 2
il3945_show_measurement 2
ath_tx_aggr_check 2
iwm_cfg80211_change_iface 2
ath6kl_cfg80211_disconnect_event 2
ath_tx_aggr_wakeup 2
jme_set_wol 2
async_set_registers 2
init_idt52100 2
jme_stop_queue_if_full 2
ipw2100_disassociate_bssid 2
cfspi_spi_remove 2
sp_set_mac_address 2
bnx2x_hw_reset_phy 2
com20020pci_remove 2
smc911x_drv_resume 2
wl1251_enable_interrupts 2
niu_enable_tx_bmac 2
ath6kl_endpoint_stats_write 2
il4965_rs_add_debugfs 2
_rtl92s_fill_h2c_cmd 2
prism2_ioctl_get_encryption 2
brcms_b_set_cwmin 2
ql_init_tx_ring 2
rt2500usb_rfkill_poll 2
efx_probe_nic 2
pcnet32_get_ringparam 2
mipsnet_get_fromdev 2
isr_indicate_association_lost 2
setup_txqueues 2
rt2800_config_3572bt_ant 2
ican3_handle_cevtind 2
hso_exit 2
bnx2x_process_kill_chip_reset 2
ar9003_hw_rfbus_done 2
ath9k_htc_ani_work 2
at91_irq_err_state 2
com90io_init 2
p54_parse_default_country 2
mcs_wrap_sir_skb 2
libipw_encrypt_fragment 2
niu_pci_vpd_get_nports 2
bnx2x_mcast_setup_e2 2
i2400m_report_hook_flush 2
_rtl92d_fw_block_write 2
netx_eth_enable 2
brcms_c_ampdu_attach 2
emac_make_bootlist 2
am79c961_timeout 2
ql_link_up 2
qlcnic_netdev_event 2
igb_tx_queue_mapping 2
print_tx_state 2
brcmf_sdbrcm_release_malloc 2
zd1211b_al7230b_init_hw 2
sbmac_set_iphdr_offset 2
mtt_states_str 2
ehea_create_qp 2
ixgbe_msg_task 2
smsc9420_ethtool_get_drvinfo 2
iwm_rx_free 2
typhoon_tso_fill 2
tg3_get_strings 2
rtl818x_iowrite32_async 2
phyAgereSpecificInit 2
ftgmac100_interrupt 2
s2io_add_isr 2
wl1271_ap_init_qos_null_template 2
rtl92s_phy_rf6052_config 2
tun_get_settings 2
rtl8169_tbi_reset_pending 2
gfar_set_fifo_threshold 2
ep93xx_irq 2
ath6kl_hif_dump_fw_crash 2
qlcnic_dump_fw 2
iwl5150_hw_set_hw_params 2
ibmlana_tx 2
niu_reset_one_rx_channel 2
ar9003_tx_gain_table_apply 2
zd1201_set_mac_address 2
sm_pm_bypass_present 2
slc_close 2
znet_request_resources 2
show_down_tail_align 2
team_open 2
veth_get_stats64 2
sh_eth_tsu_init 2
b43legacy_dma_init 2
init_vitesse 2
bnx2_rx_skb 2
wl3501_get_range 2
igbvf_diag_test 2
brcmf_sdbrcm_bus_rxctl 2
rt2x00queue_create_tx_descriptor_plcp 2
igb_set_pauseparam 2
bnx2x_set_wol 2
iwl_reset_ict 2
bond_xmit_activebackup 2
_rtl92ce_llt_table_init 2
ql_hard_reset_mpi_risc 2
bcm_enet_adjust_phy_link 2
ethoc_mdio_poll 2
ai_clkctl_setdelay 2
lbs_update_channel 2
t3_mac_set_num_ucast 2
average_value 2
ap_control_mac_deny 2
ixgbe_set_rx_buffer_len 2
il3945_store_retry_rate 2
ath9k_htc_suspend 2
netif_exit 2
efx_remove_eventq 2
team_nl_cmd_port_list_get 2
espi_setup_for_vsc7321 2
dwmac1000_dump_dma_regs 2
carl9170_stat_work 2
b43_op_sw_scan_complete_notifier 2
rtl92d_loop_over_paths 2
x25_asy_bump 2
t3_l2t_send_event 2
uec_set_msglevel 2
vnet_set_msglevel 2
_rtl92se_update_rxsignalstatistics 2
prism54_get_nick 2
qlge_exit 2
mv643xx_eth_err_irq 2
htc_async_tx_scat_complete 2
wlc_phy_txpwrctrl_config_nphy 2
pcnet32_nway_reset 2
catc_get_settings 2
gelic_wl_get_mode 2
marvell88e1111_init 2
xenvif_get_sset_count 2
b43legacy_short_slot_timing_disable 2
bnx2x_get_pcie_width_speed 2
ipw_qos_set_tx_queue_command 2
ipheth_open 2
bnx2x_8727_link_reset 2
ifb_init_one 2
rt2400pci_reset_tuner 2
ns83820_set_settings 2
macvtap_get_minor 2
airo_get_rate 2
ftmac100_txdes_owned_by_dma 2
rt2x00queue_initialize 2
orinoco_wiphy_register 2
disconnect_timer_handler 2
prism2_ioctl_giwretry 2
niu_process_rx_pkt 2
ath5k_get_ringparam 2
qlcnic_dump_crb 2
smc911x_set_multicast_list 2
prism2_ev_tick 2
iwm_cmd_flush 2
be_cmd_get_mac_from_list 2
rtl_op_ampdu_action 2
ath9k_process_rssi 2
_rtl92cu_hw_configure 2
myri10ge_init_module 2
netvsc_start_xmit 2
team_init 2
mv643xx_eth_grab_lro_stats 2
qlcnic_pci_camqm_read_2M 2
ipw2100_get_hw_features 2
pch_gbe_io_slot_reset 2
gfar_show_fifo_threshold 2
ath5k_eeprom_convert_pcal_info_5112 2
wl1271_sysfs_show_hw_pg_ver 2
cfhsi_close 2
iwl_restore_default_wep_keys 2
hso_mux_serial_write_data 2
macvlan_set_multicast_list 2
mv88x201x_interrupt_disable 2
ezusb_read_ltv 2
el3_get_link 2
ax_bump 2
_rtl92cu_read_adapter_info 2
brcms_c_get_current_rateset 2
bnx2x_8706_read_status 2
s2io_get_sset_count 2
nv_get_wol 2
b43legacy_leds_init 2
netvsc_probe 2
setup_deferred_unmapping 2
abyss_sifreadw 2
ehea_port_res_setup 2
ql3xxx_isr 2
iwlagn_good_ack_health 2
qlcnic_do_lb_test 2
bnx2x_7101_format_ver 2
mcs_net_open 2
rtl92se_update_channel_access_setting 2
int_urb_interval 2
ixgb_get_ringparam 2
sky2_tx_reset 2
gem_tx_timeout 2
ath5k_eeprom_init_header 2
proteon_cleanup 2
pnic_timer 2
mac80211_hwsim_configure_filter 2
islpci_do_reset_and_wake 2
smc911x_phy_read 2
brcmf_cfg80211_suspend 2
bfin_mac_hard_start_xmit 2
at76_calc_padding 2
netxen_receive_peg_ready 2
sa1100_irda_exit 2
mwifiex_is_network_compatible_for_adhoc_aes 2
ipg_set_phy_set 2
ioc3_clean_rx_ring 2
qlcnic_request_firmware 2
bnx2x_populate_ext_phy 2
capmode_module_init 2
ath5k_setup_bands 2
dbdma_ld32 2
my3126_phy_reset 2
bnad_cq_cmpl_init 2
at76_is_503rfmd 2
smc_setup 2
mlx4_CLOSE_HCA 2
ar9300_eeprom_read_word 2
bfin_mdiobus_write 2
ql_get_mac_protocol_registers 2
netxen_exit_module 2
e100_init_module 2
show_ordinals 2
atl1c_netpoll 2
decode_rxts 2
rt61pci_eepromregister_read 2
dma_txfast 2
brcms_c_channel_locale_flags_in_band 2
bnx2x_init_rx_rings 2
ftmac100_interrupt 2
fs_enet_fec_mii_write 2
ath5k_pci_probe 2
jme_close 2
_rtl92s_get_txpower_writeval_byregulatory 2
wl1251_hw_init_txq_fill 2
efx_probe_port 2
lpphy_rev0_1_write_gain_table 2
hermesi_program_init 2
efx_mcdi_phy_remove 2
happy_meal_probe 2
p54u_rx_cb 2
vmxnet3_get_wol 2
brcms_ops_remove_interface 2
_rtl_rx_process 2
niu_set_irq_name 2
exit_prism2_pci 2
smctr_get_stats 2
sp_rebuild_header 2
macb_exit 2
bna_rxp_add_rxqs 2
efx_mcdi_get_phy_cfg 2
ftgmac100_current_clean_txdes 2
netxen_wait_rom_done 2
ixgbe_set_features 2
gem_post_rxds 2
t1_sge_destroy 2
sh_eth_get_settings 2
mv88x201x_set_loopback 2
bna_enet_start 2
niu_set_rx_mode 2
rt73usb_stop_queue 2
ucc_geth_probe 2
fs_enet_rx_non_napi 2
brcmf_sdbrcm_downloadvars 2
brcmf_proto_init 2
scc_net_seq_stop 2
myri10ge_tx_done 2
ath9k_htc_set_rts_threshold 2
cas_reset_mii_phy 2
mwifiex_dequeue_tx_packet 2
fr_rx 2
ftgmac100_rxdes_data_length 2
ixgbe_setup_rdrxctl 2
typhoon_set_wol 2
b44_init_one 2
ep93xx_have_more_rx 2
ath6kl_get_stats 2
ixgb_get_ee_device_id 2
ipw2100_rx_allocate 2
sh_sir_probe 2
smsc9420_remove 2
usb_api_blocking_completion 2
nx_fw_cmd_query_phy 2
_rtl_usb_receive 2
rt2x00leds_led_quality 2
ixgbevf_set_ringparam 2
count_10g_ports 2
ixgbe_tx_csum 2
wl1251_debugfs_init 2
sh_eth_phy_init 2
wl1251_spi_probe 2
cfhsi_flush_fifo 2
bnx2x_setup_dmae 2
igb_free_irq 2
oom_timer_wrapper 2
smi_bus_read 2
carl9170_fw_fix_eeprom 2
ath5k_beaconq_setup 2
mscan_close 2
e1000_fix_features 2
init_min_frame_len 2
b43_beacon_update_trigger_work 2
__qlge_vlan_rx_kill_vid 2
zd_rf_patch_6m_band_edge 2
ath_tx_node_cleanup 2
brcmf_cfg80211_del_key 2
rt2800usb_work_txdone 2
get_mb_tx_num 2
wl1271_init_sta_beacon_filter 2
mlx4_en_get_settings 2
brcms_c_ffpld_calc_mcs2ampdu_table 2
ar9003_hw_get_indirect_edge_power 2
qlcnic_request_irq 2
macvtap_dellink 2
ath9k_sta_notify 2
b43_radio_2064_init 2
ath9k_set_key 2
brcmf_sdio_sb_resetcore 2
sis190_get_drvinfo 2
tlan_exit 2
bnx2x_54618se_read_status 2
ste10Xp_exit 2
ipw2100_wpa_set_auth_algs 2
prism2_get_name 2
b43_bus_ssb_block_write 2
cxgb4vf_get_ringparam 2
cp_open 2
bnx2x_dcbx_init_params 2
vmxnet3_tq_xmit 2
lbs_set_tx_power 2
tg3_chk_missed_msi 2
ath6kl_fetch_otp_file 2
brcmf_host_event 2
my3216_poll 2
iwl_trans_pcie_tx_agg_disable 2
b43_phy_lcn_set_bbmult 2
ath5k_rfkill_enable 2
skge_set_wol 2
ixgbe_clean_test_rings 2
rt2800pci_init_registers 2
ipw_bg_led_link_off 2
ql_set_port_cfg 2
ar9003_hw_ant_ctrl_common_get 2
prism2_ioctl_priv_inquire 2
ath5k_eeprom_convert_pcal_info_2413 2
brcms_c_update_mimo_band_bwcap 2
rtl8150_disconnect 2
ql_mac_cfg_gig 2
sky2_set_ringparam 2
bna_bfi_rx_vlan_filter_set 2
_rtl92de_enable_aspm_back_door 2
bnx2x_8481_hw_reset 2
_rtl_pci_irq_tasklet 2
cnic_ctx_tbl_wr 2
cc770_isa_mem_read_reg 2
c_can_plat_probe 2
il4965_eeprom_get_mac 2
is_link_state_evt 2
fst_init_card 2
mmio32write__write_file 2
bnx2x_cl45_read_or_write 2
vortex_get_msglevel 2
at91_close 2
tigon3_dma_hwbug_workaround 2
ipw2100_hw_phy_off 2
hostess_attach 2
buf_needs_bounce 2
sge_qinfo_open 2
w840_resume 2
myri10ge_alloc_slices 2
be_rx_compl_process_gro 2
_rtl92de_update_rxsignalstatistics 2
iwl_get_single_channel_for_scan 2
ath6kl_set_htc_params 2
carl9170_handle_ps 2
ethoc_get_mac_address 2
atl2_reset_task 2
smsc911x_phy_reset 2
ethoc_rx 2
sdla_poll 2
rtl_ips_nic_off_wq_callback 2
il4965_hdl_missed_beacon 2
at76_mod_init 2
brcms_ops_conf_tx 2
de4x5_pci_probe 2
b43_bcma_phy_reset 2
b43_lpphy_op_pwork_15sec 2
p54p_probe 2
tx_credit_callback 2
populate_be3_stats 2
is_cnic_dev 2
ath6kl_cfg80211_tkip_micerr_event 2
cnic_process_fcoe_term_conn 2
smsc75xx_init_mac_address 2
b43_bus_bcma_block_write 2
b43_wa_afcdac 2
hash_write 2
wlc_phy_noise_read_shmem 2
mwifiex_is_rate_auto 2
sis190_phy_timer 2
octeon_mdiobus_mod_exit 2
rt2x00lib_config_erp 2
wlc_phy_radio_postinit_2056 2
airo_get_encodeext 2
b43_chip_reset 2
stmmac_pltfr_freeze 2
ar9003_hw_get_rx_gain_idx 2
enic_alloc_vnic_resources 2
ath_tx_sched_aggr 2
lpphy_pr41573_workaround 2
rt61pci_link_tuner 2
ql_dump_wqicb 2
tun_chr_compat_ioctl 2
softing_card_boot 2
t1_espi_create 2
cfhsi_xmit 2
ipw_fw_dma_wait 2
niu_txc_set_imask 2
ql_map_send 2
sni_82596_driver_remove 2
e1000_print_hw_hang 2
mac_prep 2
tg3_frob_aux_power_5717 2
ixp2400_pll_init 2
wl1271_sysfs_read_fwlog 2
carl9170_rx_untie_cmds 2
prism2_plx_genesis_reset 2
mal_remove 2
ipw_arc_release 2
rt2400pci_rfkill_poll 2
ar5008_hw_do_getnf 2
mpc52xx_fec_set_settings 2
tah_attach 2
adm8211_get_stats 2
tg3_aux_stat_to_speed_duplex 2
responses_pending 2
xcvr_init_1g_rgmii 2
ql3xxx_send 2
bnx2x_dcbx_join_pgs 2
rtl92cu_phy_rf6052_set_bandwidth 2
rt61pci_config_erp 2
generate_txhdr_fw3 2
ftmac100_poll 2
ksphy_exit 2
rt2500usb_config_ps 2
bnx2_set_remote_link 2
make_netconsole_target 2
set_nqsets 2
cnic_init_bnx2x_kcq 2
dwmac1000_dma_init 2
igbvf_set_eeprom 2
fsl_pq_mdio_remove 2
bnx2x_link_status_update 2
hermes_find_pdr 2
il3945_store_flags 2
wlc_lcnphy_baseband_init 2
bdx_module_init 2
bnx2x_fix_features 2
at76_dump_mib_mac_mgmt 2
sky2_test_intr 2
bna_rxf_promisc_enable 2
korina_und_interrupt 2
init_ibmtr_cs 2
lpphy_baseband_rev2plus_init 2
detach_ulds 2
ath5k_hw_enable_pspoll 2
cxgb_offload_ctl 2
smc911x_ethtool_getdrvinfo 2
usbpn_ioctl 2
ath9k_enable_regwrite_buffer 2
bnx2x_warpcore_set_10G_KR 2
stmmac_sysfs_dma_cap_read 2
ar9003_set_txdesc 2
ath9k_stop 2
xaui_serdes_reset 2
b43_phy_versioning 2
mwifiex_dnld_sleep_confirm_cmd 2
be_cmd_fw_clean 2
ar9003_hw_set_delta_slope 2
ems_pci_card_reset 2
slc_sync 2
tg3_get_ringparam 2
e1000e_vlan_strip_disable 2
i2400mu_driver_init 2
vnic_dev_cmd_no_proxy 2
bnx2x_dcbnl_set_dcbx 2
niu_get_drvinfo 2
rtl92s_phy_scan_operation_backup 2
__ipw_enable_interrupts 2
ftgmac100_rxdes_set_dma_addr 2
macvlan_newlink 2
ath_mci_cleanup 2
e100_boot_setup 2
vnet_set_mac_addr 2
ql_get_speed 2
cycx_init 2
assert_sizes 2
bnx2x_igu_int_disable 2
ipw2100_shutdown 2
mwl8k_setup_5ghz_band 2
hme_set_settings 2
ixgbe_fcoe_ddp_pools_alloc 2
b43_dma_handle_txstatus 2
ethoc_mdio_reset 2
ath6kl_credit_redistribute 2
be_load_fw 2
b43_wa_rssi_adc 2
bnx2x_mcast_handle_pending_cmds_e2 2
vmxnet3_map_pkt 2
edmac_to_cpu 2
ipheth_alloc_urbs 2
amd8111e_poll 2
ican3_recv_skb 2
_rtl_regd_init_wiphy 2
bnx2x_enable_blocks_attention 2
sdla_config 2
ael1002_reset 2
esd_usb2_disconnect 2
brcms_c_sendampdu 2
be_configure_mac_from_list 2
qlcnic_need_fw_reset 2
rt61pci_eepromregister_write 2
b43_wa_crs_thr 2
b43_pio_cancel_tx_packets 2
pasemi_mac_ethtool_get_ringparam 2
ixp_rx_timestamp 2
s2io_ethtool_gringparam 2
ti_hecc_get_state 2
ar9003_hw_do_getnf 2
tg3_do_mem_test 2
_rtl_get_highest_n_rate 2
pcnet32_pm_suspend 2
